YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2020,2,FL,"Combined Heat and Power, Industrial Power",Total,"345,291"
2020,2,FL,"Combined Heat and Power, Industrial Power",Coal,842
2020,2,FL,"Combined Heat and Power, Industrial Power",Natural Gas,"135,474"
2020,2,FL,"Combined Heat and Power, Industrial Power",Other Gases,5
2020,2,FL,"Combined Heat and Power, Industrial Power",Other,"78,456"
2020,2,FL,"Combined Heat and Power, Industrial Power",Petroleum,"1,747"
2020,2,FL,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,224
2020,2,FL,"Combined Heat and Power, Industrial Power",Other Biomass,"26,147"
2020,2,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"102,395"
2020,2,FL,"Combined Heat and Power, Commercial Power",Total,"5,429"
2020,2,FL,"Combined Heat and Power, Commercial Power",Natural Gas,"1,866"
2020,2,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,2,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,680
2020,2,FL,"Combined Heat and Power, Commercial Power",Other Biomass,"2,883"
2020,2,FL,"Combined Heat and Power, Electric Power",Total,"149,998"
2020,2,FL,"Combined Heat and Power, Electric Power",Natural Gas,"143,713"
2020,2,FL,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,FL,"Combined Heat and Power, Electric Power",Other Biomass,"6,286"
2020,2,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2020,2,FL,"Electric Generators, Independent Power Producers",Total,"788,980"
2020,2,FL,"Electric Generators, Independent Power Producers",Natural Gas,"449,508"
2020,2,FL,"Electric Generators, Independent Power Producers",Other,"144,808"
2020,2,FL,"Electric Generators, Independent Power Producers",Petroleum,31
2020,2,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"40,000"
2020,2,FL,"Electric Generators, Independent Power Producers",Other Biomass,"147,335"
2020,2,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"7,296"
2020,2,FL,"Electric Generators, Electric Utilities",Total,"16,309,745"
2020,2,FL,"Electric Generators, Electric Utilities",Coal,"742,783"
2020,2,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"18,338"
2020,2,FL,"Electric Generators, Electric Utilities",Natural Gas,"12,702,423"
2020,2,FL,"Electric Generators, Electric Utilities",Nuclear,"2,268,250"
2020,2,FL,"Electric Generators, Electric Utilities",Other,-141
2020,2,FL,"Electric Generators, Electric Utilities",Petroleum,"177,384"
2020,2,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"357,574"
2020,2,FL,"Electric Generators, Electric Utilities",Other Biomass,"7,265"
2020,2,FL,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"35,870"
2020,2,GA,Total Electric Power Industry,Total,"8,759,752"
2020,2,GA,Total Electric Power Industry,Coal,"433,921"
2020,2,GA,Total Electric Power Industry,Pumped Storage,"48,875"
2020,2,GA,Total Electric Power Industry,Hydroelectric Conventional,"428,356"
2020,2,GA,Total Electric Power Industry,Natural Gas,"4,868,511"
2020,2,GA,Total Electric Power Industry,Nuclear,"2,272,246"
2020,2,GA,Total Electric Power Industry,Other,"7,363"
2020,2,GA,Total Electric Power Industry,Petroleum,"13,042"
2020,2,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"223,667"
2020,2,GA,Total Electric Power Industry,Other Biomass,"26,453"
2020,2,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"437,317"
2020,2,GA,"Combined Heat and Power, Industrial Power",Total,"429,456"
2020,2,GA,"Combined Heat and Power, Industrial Power",Coal,"16,300"
2020,2,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"1,463"
2020,2,GA,"Combined Heat and Power, Industrial Power",Natural Gas,"52,688"
2020,2,GA,"Combined Heat and Power, Industrial Power",Other,"7,363"
2020,2,GA,"Combined Heat and Power, Industrial Power",Petroleum,"15,829"
2020,2,GA,"Combined Heat and Power, Industrial Power",Other Biomass,"3,355"
2020,2,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"332,459"
2020,2,GA,"Combined Heat and Power, Commercial Power",Total,280
2020,2,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2020,2,GA,"Combined Heat and Power, Commercial Power",Petroleum,64
2020,2,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,217
2020,2,GA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2020,2,GA,"Combined Heat and Power, Electric Power",Total,"38,578"
2020,2,GA,"Combined Heat and Power, Electric Power",Natural Gas,"9,631"
2020,2,GA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,2,GA,"Combined Heat and Power, Electric Power",Other Biomass,592
2020,2,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"28,355"
2020,2,GA,"Electric Generators, Independent Power Producers",Total,"1,205,675"
2020,2,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,983"
2020,2,GA,"Electric Generators, Independent Power Producers",Natural Gas,"901,317"
2020,2,GA,"Electric Generators, Independent Power Producers",Petroleum,61
2020,2,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"203,303"
2020,2,GA,"Electric Generators, Independent Power Producers",Other Biomass,"22,506"
2020,2,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"76,504"
2020,2,GA,"Electric Generators, Electric Utilities",Total,"7,085,763"
2020,2,GA,"Electric Generators, Electric Utilities",Coal,"417,622"
2020,2,GA,"Electric Generators, Electric Utilities",Pumped Storage,"48,875"
2020,2,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"424,909"
2020,2,GA,"Electric Generators, Electric Utilities",Natural Gas,"3,904,875"
2020,2,GA,"Electric Generators, Electric Utilities",Nuclear,"2,272,246"
2020,2,GA,"Electric Generators, Electric Utilities",Other,0
2020,2,GA,"Electric Generators, Electric Utilities",Petroleum,"-2,912"
2020,2,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"20,147"
2020,2,HI,Total Electric Power Industry,Total,"725,983"
2020,2,HI,Total Electric Power Industry,Coal,"88,960"
2020,2,HI,Total Electric Power Industry,Geothermal,"15,517"
2020,2,HI,Total Electric Power Industry,Hydroelectric Conventional,"7,300"
2020,2,HI,Total Electric Power Industry,Other Gases,"1,171"
2020,2,HI,Total Electric Power Industry,Other,"24,670"
2020,2,HI,Total Electric Power Industry,Petroleum,"487,130"
2020,2,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"33,515"
2020,2,HI,Total Electric Power Industry,Other Biomass,"16,380"
2020,2,HI,Total Electric Power Industry,Wind,"51,340"
2020,2,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,2,HI,"Combined Heat and Power, Industrial Power",Total,"22,775"
2020,2,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"5,570"
2020,2,HI,"Combined Heat and Power, Industrial Power",Other Gases,"1,171"
2020,2,HI,"Combined Heat and Power, Industrial Power",Petroleum,"16,035"
2020,2,HI,"Combined Heat and Power, Commercial Power",Total,"23,024"
2020,2,HI,"Combined Heat and Power, Commercial Power",Other,"12,331"
2020,2,HI,"Combined Heat and Power, Commercial Power",Petroleum,604
2020,2,HI,"Combined Heat and Power, Commercial Power",Other Biomass,"10,089"
2020,2,HI,"Combined Heat and Power, Electric Power",Total,"138,576"
2020,2,HI,"Combined Heat and Power, Electric Power",Coal,"88,960"
2020,2,HI,"Combined Heat and Power, Electric Power",Other,0
2020,2,HI,"Combined Heat and Power, Electric Power",Petroleum,"49,616"
2020,2,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2020,2,HI,"Electric Generators, Independent Power Producers",Total,"120,196"
2020,2,HI,"Electric Generators, Independent Power Producers",Geothermal,"15,517"
2020,2,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,106"
2020,2,HI,"Electric Generators, Independent Power Producers",Other,-57
2020,2,HI,"Electric Generators, Independent Power Producers",Petroleum,"20,516"
2020,2,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"27,284"
2020,2,HI,"Electric Generators, Independent Power Producers",Other Biomass,"4,490"
2020,2,HI,"Electric Generators, Independent Power Producers",Wind,"51,340"
2020,2,HI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2020,2,HI,"Electric Generators, Electric Utilities",Total,"421,411"
2020,2,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,624
2020,2,HI,"Electric Generators, Electric Utilities",Other,"12,396"
2020,2,HI,"Electric Generators, Electric Utilities",Petroleum,"400,360"
2020,2,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"6,231"
2020,2,HI,"Electric Generators, Electric Utilities",Other Biomass,"1,800"
2020,2,IA,Total Electric Power Industry,Total,"5,487,240"
2020,2,IA,Total Electric Power Industry,Coal,"1,188,875"
2020,2,IA,Total Electric Power Industry,Hydroelectric Conventional,"84,490"
2020,2,IA,Total Electric Power Industry,Natural Gas,"722,572"
2020,2,IA,Total Electric Power Industry,Nuclear,"425,228"
2020,2,IA,Total Electric Power Industry,Other,0
2020,2,IA,Total Electric Power Industry,Petroleum,"5,238"
2020,2,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,591"
2020,2,IA,Total Electric Power Industry,Other Biomass,"16,623"
2020,2,IA,Total Electric Power Industry,Wind,"3,041,515"
2020,2,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,108"
2020,2,IA,"Combined Heat and Power, Industrial Power",Total,"179,624"
2020,2,IA,"Combined Heat and Power, Industrial Power",Coal,"120,028"
2020,2,IA,"Combined Heat and Power, Industrial Power",Natural Gas,"49,159"
2020,2,IA,"Combined Heat and Power, Industrial Power",Other,0
2020,2,IA,"Combined Heat and Power, Industrial Power",Petroleum,"5,479"
2020,2,IA,"Combined Heat and Power, Industrial Power",Other Biomass,"4,959"
2020,2,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2020,2,IA,"Combined Heat and Power, Commercial Power",Total,"18,066"
2020,2,IA,"Combined Heat and Power, Commercial Power",Coal,"5,451"
2020,2,IA,"Combined Heat and Power, Commercial Power",Natural Gas,"8,100"
2020,2,IA,"Combined Heat and Power, Commercial Power",Petroleum,859
2020,2,IA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,102"
2020,2,IA,"Combined Heat and Power, Commercial Power",Wind,445
2020,2,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,108"
2020,2,IA,"Combined Heat and Power, Electric Power",Total,49
2020,2,IA,"Combined Heat and Power, Electric Power",Other Biomass,49
2020,2,IA,"Electric Generators, Independent Power Producers",Total,"1,320,698"
2020,2,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,632
2020,2,IA,"Electric Generators, Independent Power Producers",Natural Gas,0
2020,2,IA,"Electric Generators, Independent Power Producers",Nuclear,"425,228"
2020,2,IA,"Electric Generators, Independent Power Producers",Petroleum,206
2020,2,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,001"
2020,2,IA,"Electric Generators, Independent Power Producers",Other Biomass,"8,778"
2020,2,IA,"Electric Generators, Independent Power Producers",Wind,"884,853"
2020,2,IA,"Electric Generators, Electric Utilities",Total,"3,968,803"
2020,2,IA,"Electric Generators, Electric Utilities",Coal,"1,063,397"
2020,2,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"83,858"
2020,2,IA,"Electric Generators, Electric Utilities",Natural Gas,"665,312"
2020,2,IA,"Electric Generators, Electric Utilities",Other,0
2020,2,IA,"Electric Generators, Electric Utilities",Petroleum,"-1,306"
2020,2,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,591
2020,2,IA,"Electric Generators, Electric Utilities",Other Biomass,735
2020,2,IA,"Electric Generators, Electric Utilities",Wind,"2,156,217"
2020,2,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2020,2,ID,Total Electric Power Industry,Total,"1,870,080"
2020,2,ID,Total Electric Power Industry,Coal,"1,734"
2020,2,ID,Total Electric Power Industry,Geothermal,"6,616"
2020,2,ID,Total Electric Power Industry,Hydroelectric Conventional,"1,093,038"
2020,2,ID,Total Electric Power Industry,Natural Gas,"411,328"
2020,2,ID,Total Electric Power Industry,Other,"6,366"
2020,2,ID,Total Electric Power Industry,Petroleum,0
2020,2,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,"35,964"
2020,2,ID,Total Electric Power Industry,Other Biomass,"7,859"
2020,2,ID,Total Electric Power Industry,Wind,"272,990"
2020,2,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"34,184"
2020,2,ID,"Combined Heat and Power, Industrial Power",Total,"50,863"
2020,2,ID,"Combined Heat and Power, Industrial Power",Coal,"1,734"
2020,2,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"11,751"
2020,2,ID,"Combined Heat and Power, Industrial Power",Other,"6,366"
2020,2,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,2,ID,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,302
2020,2,ID,"Combined Heat and Power, Industrial Power",Other Biomass,888
2020,2,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"29,823"
2020,2,ID,"Combined Heat and Power, Commercial Power",Total,"5,576"
2020,2,ID,"Combined Heat and Power, Commercial Power",Natural Gas,"3,357"
2020,2,ID,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,2,ID,"Combined Heat and Power, Commercial Power",Other Biomass,"2,218"
2020,2,ID,"Combined Heat and Power, Electric Power",Total,"6,114"
2020,2,ID,"Combined Heat and Power, Electric Power",Other Biomass,"1,753"
2020,2,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"4,361"
2020,2,ID,"Electric Generators, Independent Power Producers",Total,"538,232"
2020,2,ID,"Electric Generators, Independent Power Producers",Geothermal,"6,616"
2020,2,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"86,190"
2020,2,ID,"Electric Generators, Independent Power Producers",Natural Gas,"151,814"
2020,2,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"35,662"
2020,2,ID,"Electric Generators, Independent Power Producers",Other Biomass,"1,791"
2020,2,ID,"Electric Generators, Independent Power Producers",Wind,"256,158"
2020,2,ID,"Electric Generators, Electric Utilities",Total,"1,269,295"
2020,2,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,006,847"
2020,2,ID,"Electric Generators, Electric Utilities",Natural Gas,"244,406"
2020,2,ID,"Electric Generators, Electric Utilities",Petroleum,0
2020,2,ID,"Electric Generators, Electric Utilities",Other Biomass,"1,209"
2020,2,ID,"Electric Generators, Electric Utilities",Wind,"16,832"
2020,2,IL,Total Electric Power Industry,Total,"13,763,368"
2020,2,IL,Total Electric Power Industry,Coal,"2,565,702"
2020,2,IL,Total Electric Power Industry,Hydroelectric Conventional,"11,546"
2020,2,IL,Total Electric Power Industry,Natural Gas,"1,778,531"
2020,2,IL,Total Electric Power Industry,Nuclear,"7,725,235"
2020,2,IL,Total Electric Power Industry,Other Gases,"27,878"
2020,2,IL,Total Electric Power Industry,Other,"18,999"
2020,2,IL,Total Electric Power Industry,Petroleum,"2,774"
2020,2,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"4,092"
2020,2,IL,Total Electric Power Industry,Other Biomass,"35,982"
2020,2,IL,Total Electric Power Industry,Wind,"1,592,628"
2020,2,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,2,IL,"Combined Heat and Power, Industrial Power",Total,"211,105"
2020,2,IL,"Combined Heat and Power, Industrial Power",Coal,"128,175"
2020,2,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"35,191"
2020,2,IL,"Combined Heat and Power, Industrial Power",Other Gases,"27,878"
2020,2,IL,"Combined Heat and Power, Industrial Power",Other,"19,862"
2020,2,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,2,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2020,2,IL,"Combined Heat and Power, Commercial Power",Total,"35,590"
2020,2,IL,"Combined Heat and Power, Commercial Power",Coal,981
2020,2,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
